Datetime,EUR=X
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9284999966621399
2024-02-07,0.9283999800682068
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9283999800682068
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9276000261306763
2024-02-07,0.9276000261306763
2024-02-07,0.9275000095367432
2024-02-07,0.9275000095367432
2024-02-07,0.9276000261306763
2024-02-07,0.9275000095367432
2024-02-07,0.9273999929428101
2024-02-07,0.9272000193595886
2024-02-07,0.9271000027656555
2024-02-07,0.9272000193595886
2024-02-07,0.9271000027656555
2024-02-07,0.927299976348877
2024-02-07,0.9272000193595886
2024-02-07,0.927299976348877
2024-02-07,0.9273999929428101
2024-02-07,0.9276000261306763
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9284999966621399
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9276000261306763
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9284999966621399
2024-02-07,0.9283000230789185
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9284999966621399
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.928600013256073
2024-02-07,0.9284999966621399
2024-02-07,0.928600013256073
2024-02-07,0.9284999966621399
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9277999997138977
2024-02-07,0.9279999732971191
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9275000095367432
2024-02-07,0.9275000095367432
2024-02-07,0.9276000261306763
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9283999800682068
2024-02-07,0.9286999702453613
2024-02-07,0.9289000034332275
2024-02-07,0.9286999702453613
2024-02-07,0.9291999936103821
2024-02-07,0.9294000267982483
2024-02-07,0.929099977016449
2024-02-07,0.9294000267982483
2024-02-07,0.9294000267982483
2024-02-07,0.9294000267982483
2024-02-07,0.9290000200271606
2024-02-07,0.9289000034332275
2024-02-07,0.9290000200271606
2024-02-07,0.9289000034332275
2024-02-07,0.9290000200271606
2024-02-07,0.929099977016449
2024-02-07,0.9293000102043152
2024-02-07,0.9291999936103821
2024-02-07,0.929099977016449
2024-02-07,0.9289000034332275
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9290000200271606
2024-02-07,0.9291999936103821
2024-02-07,0.9291999936103821
2024-02-07,0.9291999936103821
2024-02-07,0.9291999936103821
2024-02-07,0.929099977016449
2024-02-07,0.929099977016449
2024-02-07,0.9290000200271606
2024-02-07,0.9290000200271606
2024-02-07,0.9287999868392944
2024-02-07,0.9286999702453613
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.9286999702453613
2024-02-07,0.9284999966621399
2024-02-07,0.928600013256073
2024-02-07,0.9284999966621399
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.928600013256073
2024-02-07,0.9284999966621399
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9286999702453613
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9290000200271606
2024-02-07,0.9290000200271606
2024-02-07,0.9290000200271606
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9286999702453613
2024-02-07,0.9286999702453613
2024-02-07,0.9286999702453613
2024-02-07,0.9287999868392944
2024-02-07,0.9289000034332275
2024-02-07,0.929099977016449
2024-02-07,0.929099977016449
2024-02-07,0.929099977016449
2024-02-07,0.929099977016449
2024-02-07,0.929099977016449
2024-02-07,0.9289000034332275
2024-02-07,0.9290000200271606
2024-02-07,0.9289000034332275
2024-02-07,0.9290000200271606
2024-02-07,0.9290000200271606
2024-02-07,0.9289000034332275
2024-02-07,0.9289000034332275
2024-02-07,0.929099977016449
2024-02-07,0.9290000200271606
2024-02-07,0.929099977016449
2024-02-07,0.9290000200271606
2024-02-07,0.9290000200271606
2024-02-07,0.9290000200271606
2024-02-07,0.9289000034332275
2024-02-07,0.9289000034332275
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9289000034332275
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9286999702453613
2024-02-07,0.9287999868392944
2024-02-07,0.9287999868392944
2024-02-07,0.9286999702453613
2024-02-07,0.9286999702453613
2024-02-07,0.9286999702453613
2024-02-07,0.9284999966621399
2024-02-07,0.928600013256073
2024-02-07,0.928600013256073
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9283000230789185
2024-02-07,0.9283999800682068
2024-02-07,0.9283999800682068
2024-02-07,0.9283000230789185
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9284999966621399
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9282000064849854
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9282000064849854
2024-02-07,0.9283000230789185
2024-02-07,0.9280999898910522
2024-02-07,0.9279000163078308
2024-02-07,0.9280999898910522
2024-02-07,0.9282000064849854
2024-02-07,0.9279999732971191
2024-02-07,0.9282000064849854
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9282000064849854
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9279000163078308
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279000163078308
2024-02-07,0.9280999898910522
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279000163078308
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9280999898910522
2024-02-07,0.9279999732971191
2024-02-07,0.9279999732971191
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276000261306763
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9276999831199646
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9279000163078308
2024-02-07,0.9279000163078308
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-07,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9276999831199646
2024-02-08,0.9277999997138977
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9277999997138977
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9273999929428101
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9273999929428101
2024-02-08,0.9275000095367432
2024-02-08,0.9273999929428101
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276999831199646
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276999831199646
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276999831199646
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276999831199646
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9277999997138977
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9276999831199646
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9273999929428101
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.9276000261306763
2024-02-08,0.9275000095367432
2024-02-08,0.9275000095367432
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.9272000193595886
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.9272000193595886
2024-02-08,0.927299976348877
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.927299976348877
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9271000027656555
2024-02-08,0.9271000027656555
2024-02-08,0.9271000027656555
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9271000027656555
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
2024-02-08,0.9272000193595886
